created_at,id_str,text,longitude,latitude
2019-09-28 17:32:50,1.18E+18,See y’all down at @HPJazzFest this weekend. Today with @nickmazzarella Quintet and tomorrow with fittedphonic Rogue… https://t.co/tCmtAeJXoU,-87.59713442,41.78660233
2019-09-28 17:23:10,1.18E+18,Nice end to the day working for @beatED a little run round Hyde park. The autumn is approaching 🍂🍁now to find out w… https://t.co/MsRhk8PkIh,-0.16324997,51.50707303
2019-09-28 16:41:03,1.18E+18,"I'm at BP in New Hyde Park, NY https://t.co/HvMya43I17",-73.66232693,40.74107685
2019-09-28 16:34:14,1.18E+18,"I'm at Best Comics in New Hyde Park, NY https://t.co/1pFBgICPEa",-73.6822723,40.73310641
2019-09-28 16:15:39,1.18E+18,"MOVE-IN READY! Loaded with character, this adorable cape I'm one of Hyde Park's best neighborhoods is fantastic! To… https://t.co/Av2dNkxmzn",-71.12395,42.25643
2019-09-28 15:48:54,1.18E+18,This afternoon we visited Kensington Palce and Hyde Park. We saw exhibits on George I &amp; II and Queen Elizabeth. We… https://t.co/jMCOCFkMxo,-0.18750689,51.50494547
2019-09-28 15:34:17,1.18E+18,"INHALE AND EXHALE
#imisslondon 
#throwback 
#hydepark 
#london
#phuwadonbiere @ Hyde Park https://t.co/RlLLFJef5W",-0.16324997,51.50707303
2019-09-28 15:27:34,1.18E+18,Here’s a shocker!!!! My dog talks a little 🙀🤣🙀😂 I think he wants some attention lol 😆 #puppymomma #puppylove… https://t.co/6pu2KiTkMf,-81.3314006,43.0125813
2019-09-28 14:35:24,1.18E+18,How’d you spend your rainy Friday evening? Oh just putting together this massive swing that almost rocked me to sle… https://t.co/zHmNiGsyKT,-87.59,41.8
2019-09-28 14:24:53,1.18E+18,"Reggie Thomas w/ ORBERT DAVIS SEXTET: IN THE SPIRIT
SATURDAY, SEPTEMBER 28, 2:30-3:30PM
HYDE PARK UNION CHURCH Hyde… https://t.co/hOAy79ibF0",-87.59678806,41.79295516
2019-09-28 12:51:42,1.18E+18,"Weekend mood @ Hyde Park, Leeds https://t.co/Fepew4D6xi",-1.57245,53.8114
2019-09-28 11:55:43,1.18E+18,"Our second day. 

We explored the city again. Found many more red phone booths. Took a walk on the Princess Diana M… https://t.co/HEqrNB8ziy",-0.12731805,51.50711486
2019-09-28 9:45:20,1.18E+18,"Another fun weekend in London running our event, started the morning with a dance 💃🏽 and a hour long walk around Hy… https://t.co/HQmA6uOe3X",-0.18324368,51.49361418
2019-09-28 5:29:33,1.18E+18,"This little beauty is everything to me @ Hyde Park (Austin, Texas) https://t.co/fPCVFmC9tT",-97.730278,30.3075
2019-09-28 4:13:21,1.18E+18,Updated: Construction on #RonkonkomaBranch Both directions from Hicksville Station to New Hyde Park https://t.co/KqSqeu9GEV,-73.526123,40.768058
2019-09-28 4:12:24,1.18E+18,Updated: Construction on #PortJeffersonBranch Both directions from Hicksville Station to New Hyde Park Station https://t.co/qiRBrAzWYT,-73.526123,40.768058
2019-09-28 4:01:36,1.18E+18,Construction on #RonkonkomaBranch Both directions from Hicksville Station to New Hyde Park https://t.co/KqSqeu9GEV,-73.526123,40.768058
2019-09-28 4:01:36,1.18E+18,Construction on #PortJeffersonBranch Both directions from Hicksville Station to New Hyde Park Station https://t.co/qiRBrAzWYT,-73.526123,40.768058
2019-09-28 3:01:41,1.18E+18,"The dream team @ Hyde Park, Massachusetts https://t.co/P5p4LoL5i7",-71.12395,42.25643
2019-09-28 1:30:39,1.18E+18,"#austin #bats #texas #sunset #halloween has arrived early in #hydepark @ Hyde Park (Austin, Texas) https://t.co/v5r3PQrKiu",-97.730278,30.3075
2019-09-28 1:29:28,1.18E+18,"#texas #flowers #austin #sunset @ Hyde Park (Austin, Texas) https://t.co/A5aRoQDRf8",-97.730278,30.3075
2019-09-28 0:39:39,1.18E+18,Drinking an Oktoberfest by @Leinenkugels @ Hyde Park Brewing Co. — https://t.co/sgVMkcykrB,-73.9294,41.7692
2019-09-28 0:07:40,1.18E+18,Drinking a Winkle Lager  by @hydeparkbrewing @ Hyde Park Brewing Co. — https://t.co/7kKM5D2x6A,-73.9294,41.7692
2019-09-27 23:57:09,1.18E+18,"2908 Hyde Manor Park, North Las Vegas, NV 89031

Everyone stop by for some Free Tacos and Magaritas and maybe by a… https://t.co/B0sKpHqtt2",-115.2794,36.29778
2019-09-27 23:23:10,1.18E+18,I have my shadow back by my side #ithinkhemissedme #puppymomma #puppylove #puppylife🐾 #goldendoodlesofinstagram @ H… https://t.co/d3K1yJOOet,-81.3314006,43.0125813
2019-09-27 23:03:34,1.18E+18,"Can you find the same sight? 🦢🌈😝
#hydeparklondon @ Hyde Park, London https://t.co/eIVyAUfLGa",-0.16964389,51.50732694
2019-09-27 22:32:11,1.18E+18,"This job is now open at TD Bank in #NewHydePark, NY. Follow us and turn on mobile alerts to hear about jobs like th… https://t.co/XVqFuAmcnX",-73.6997432,40.7391658
2019-09-27 21:40:19,1.18E+18,"#Chicago 9.28-29 Join FC @ the  Hyde Park Jazz Fest! @voguemagazine #fbf #2104
•
•🌟Sat: 1-10pm / Sun 1-7pm 
midway… https://t.co/eF9vdPXVBf",-87.5962,41.7869
2019-09-27 20:43:11,1.18E+18,Shit.that.fucking.matters. #the #unexplained #serendipity #connections #roots #love #quotes #qotd #instagood @ Hyde… https://t.co/WUbg5ZSe4i,-97.730278,30.3075
2019-09-27 20:33:14,1.18E+18,Downtown Chicago on a rainy afternoon from Hyde Park. #clouds #sky #rain #storm #hazy #lazy #fall #autumn #iphone… https://t.co/ZAVDV06y2F,-87.6051405,41.7911767
2019-09-27 19:51:34,1.18E+18,"Andrew listed , Andrew sold 👍
🎉 Coming soon 🎉
1 family in New Hyde Park $ 998,000  #Congratulation #Goodjob… https://t.co/KOjNk0dEd8",-73.69674986,40.75276412
2019-09-27 18:45:45,1.18E+18,S/o to wellsfargo FOR CORRECTING THIS BS FROM OVER 13YRS AGO ON MY FIRST FOREIGN.... BUT SHIT SHOULD MY MONEY BE WA… https://t.co/UAAlhr9X8G,-87.59,41.8
2019-09-27 18:21:57,1.18E+18,"—💙 (@ Hyde Park - @theroyalparks in London, Greater London) https://t.co/oI1XWjBlwZ",-0.16239166,51.50778088
2019-09-27 18:11:14,1.18E+18,"Don’t tell me how to live my life, bathroom sign. @ Hyde Park Kitchen + Bar https://t.co/TqS1e8N0cn",-95.1164766,29.5390468
2019-09-27 16:12:39,1.18E+18,Because sometimes it’s only ten minutes of calm and fresh air. #affirmations #sunshine #quickreads #bookrec #quotes… https://t.co/EBXSgt12E7,-97.730278,30.3075
2019-09-27 16:07:25,1.18E+18,"Performing at Chant Restaurant on October 1, 2019 at 7pm..photographer Jordan Davis will be on deck also. Great mus… https://t.co/F0pdPW82IH",-87.5887253,41.7994151
2019-09-27 16:00:26,1.18E+18,"Nicholas Davis performing live at Chant Restaurant October 12, 2019 at 7pm @ Chant Chinese Restaurant in Hyde Park https://t.co/lc99VyTbUa",-87.59289,41.7995
2019-09-27 15:21:28,1.18E+18,If you would've told me to run a 5k a few months back I would've cried. Thanks to these at Age UK who pushed me to… https://t.co/XrhIX1hi0p,-0.17480917,51.50467154
2019-09-27 14:57:23,1.18E+18,"If you're looking for work in #Cincinnati, OH, check out this #branchbanking job via the link in our bio: Universal… https://t.co/SxCynGcYfY",-84.5120196,39.1031182
2019-09-27 14:45:35,1.18E+18,"I'm at Mandarin Oriental Hyde Park - @mo_hotels in London, Gt Lon https://t.co/VnMFtQKIpu",-0.1598675,51.502273
2019-09-27 14:36:42,1.18E+18,"I'm at Historic Hyde Park in Kansas City, MO https://t.co/5LWQQ0PMso",-94.58185673,39.05993308
2019-09-27 14:00:26,1.18E+18,"See our latest #London, ON #Retail job opportunity and click the link in our bio to apply: barista - Store# 04722,… https://t.co/gJ6KTKx4XI",-81.3366947,43.0102904
2019-09-27 12:26:12,1.18E+18,Great place to be on a beautiful morning. #hydeparkumc (@ Hyde Park United Methodist Church - @hydeparkumc in Tampa… https://t.co/adPghhLtro,-82.46535301,27.94137472
2019-09-27 6:39:23,1.18E+18,"I'm at Hyde Park Hobbit Hole in Kansas City, MO https://t.co/8CZXLaYbWP",-94.57731698,39.05155488
2019-09-27 5:41:51,1.18E+18,"If I could read his mind I’m betting he’s thinking, “Just let me know when your done w/that vacuum.” 
He’s not a fa… https://t.co/OqZ90nTQya",-94.21206433,36.27943798
2019-09-27 3:10:06,1.18E+18,I have enjoyed every second of the last two years. I wouldn’t change a thing. #lewandme @ Hyde Park Prime Steakhous… https://t.co/MPQUg3O5ug,-80.0081921,40.44638581
2019-09-27 1:22:21,1.18E+18,"This girl❣ when you meet those angels on Earth, so blessed to have such special friends that will be mine, for the… https://t.co/w64KyRet4D",-82.47227608,27.93439252
2019-09-27 0:05:09,1.18E+18,Hoping one day you’ll make a dream last but dreams come slow and they go so fast 🍂🌸🌾 em Hyde Park https://t.co/63c5N9mOKz,-0.16324997,51.50707303
2019-09-26 20:31:24,1.18E+18,This SAT | OCT | 28 we will be throwing a special Independence Day celebration for all our Botswanans out here in t… https://t.co/NsT765yUBC,-82.47819,27.94173
2019-09-26 19:49:13,1.18E+18,"#TBT 
4 years ago today myself and Sam were staying in a 5star hotel on Hyde park, Kensington, London VIP guests of… https://t.co/X6sH26EhBM",-0.3412301,51.4544888
2019-09-26 17:48:33,1.18E+18,Incident on #PortJeffersonBranch Both directions at New Hyde Park Station https://t.co/OHVGjHchd4,-73.681396,40.730648
2019-09-26 16:30:49,1.18E+18,It’s fall y’all! #schnauzersofinstagram #schnauzer #toddlerlife #momlife #boymom #momsofsouthtampa #southtampa… https://t.co/iYwLvOqD9Q,-82.4756551,27.9364684
2019-09-26 16:09:43,1.18E+18,"Check out some of our highlights from last Saturday's Family #photographyworkshop in Hyde Park, London, run by Pro… https://t.co/BAhwkqX1W8",-0.16324997,51.50707303
2019-09-26 16:08:55,1.18E+18,"I'm at Hyde Park Hobbit Hole in Kansas City, MO https://t.co/aRfkYMYbph",-94.57731698,39.05155488
2019-09-26 16:08:37,1.18E+18,"I'm at Historic Hyde Park in Kansas City, MO https://t.co/MpT6I8Aid3",-94.58185673,39.05993308
2019-09-26 14:59:59,1.18E+18,My fav shot from @bbcradio2 Live in Hyde Park as featured in @MusicWeek it's petshopboys their manager Angela Becke… https://t.co/aq2YGbpCNZ,-0.14369167,51.51840833
2019-09-26 11:59:23,1.18E+18,Incident on #I495 EB at Exit 34 - New Hyde Park Road https://t.co/DkZRlMw0gY,-73.6917,40.7685
2019-09-26 9:56:36,1.18E+18,Just posted a photo @ Benugo Hyde Park https://t.co/knC6YnA2HM,-0.16016907,51.50499541
2019-09-26 7:44:12,1.18E+18,I told you my dear @nathaneast : He gets better and better by age:This solo is so personal and I think it is better… https://t.co/dskx3FkViO,32.65175459,40.01888007
2019-09-26 7:41:14,1.18E+18,The perfect end to a perfect day!! Thanks everyone for all the love and birthday wishes today!!! @ Historic Hyde Pa… https://t.co/ZdJB8DCQay,-97.7334482,30.29950266
2019-09-26 5:37:16,1.18E+18,"I'm at Hyde Park Hobbit Hole in Kansas City, MO https://t.co/Wh9Q9lezRk",-94.57731698,39.05155488
2019-09-26 5:23:15,1.18E+18,Friday 8pm Friends Hyde Park Tavern #livemusic #hydepark #pigsylive #jimmybarnes #inawesomecompany #inxs @ Hyde Par… https://t.co/kMVR59Znjx,138.60041,-34.95559
2019-09-26 3:39:31,1.18E+18,Season change @ Hyde Park &amp; Lake Park https://t.co/5OK0FjPPBB,-87.58807577,41.8026502
2019-09-26 1:19:17,1.18E+18,Construction on #NY61 SB from Hyde Park Boulevard; NY 61 to Highland Avenue https://t.co/dfWd5HeKDl,-79.037902,43.126598
2019-09-26 0:40:08,1.18E+18,https://t.co/6FtzlqVfyk @nealcasal #celebration #enjoyyourtimehereonthisrock #forevergrateful #forevermissed… https://t.co/xLfOhMCSEn,-82.4756551,27.9364684
2019-09-25 21:27:30,1.18E+18,Got a designer handbag just sitting in your closet? Put it to work with @TSUChicago’s special consignment offer thr… https://t.co/TRVp96piV4,-87.58373,41.79936
2019-09-25 20:54:13,1.18E+18,His tongue is the equivalent to a human middle finger. He never wants his walks to end 🖕🏼#hispoordogwalker @ Hyde P… https://t.co/0i7H1oQmdV,-87.59,41.8
2019-09-25 20:28:41,1.18E+18,"Starbucks is hiring in #Cincinnati, OH! Read about our latest #Retail job opening via the link in our bio: shift su… https://t.co/XBsKO9ZKG4",-84.4290509,39.1459329
2019-09-25 18:41:15,1.18E+18,"I'm at Historic Hyde Park in Kansas City, MO https://t.co/5o5hhu2vI5",-94.58185673,39.05993308
2019-09-25 18:40:22,1.18E+18,"I'm at Hyde Park Hobbit Hole in Kansas City, MO https://t.co/JlO43IrXxF",-94.57731698,39.05155488
2019-09-25 18:06:24,1.18E+18,YOOOOOO!!! MUST-SEE BLACK MOVIES IS BACK WITH HORROR FILMS!!!! EVERY WEDS IN THE MONTH OF OCTOBER YOU CAN COME SEE… https://t.co/TZQuDZLxI6,-87.58948,41.79979
2019-09-25 18:02:13,1.18E+18,"19.9.2019 LAUNCHED... #chefnticookbook #mymordenafricankitchen 🎥: @ScottHurly @ Exclusive Books, Hyde Park https://t.co/XLrBANs83D",28.03365975,-26.12510063
2019-09-25 17:52:08,1.18E+18,"~
#t
#z
#tz
#atz
#a2z
#clean
#slate
#lace
#wit
#new
#news
#tune
#in
#space
#time
#∞
#@ @ Gallery Hyde Park https://t.co/pmXfY93Tx0",-0.1864277,51.5114937
2019-09-25 17:38:06,1.18E+18,"I'm at Hyde Park - @theroyalparks in London, Greater London https://t.co/qjWqXAWihz https://t.co/q4c44B420Y",-0.16239166,51.50778088
2019-09-25 15:24:48,1.18E+18,Cleared: Construction on #MainLine Both directions at New Hyde Park,-73.679876,40.731217
2019-09-25 15:09:44,1.18E+18,"I'm at Hyde Park - @theroyalparks in London, Greater London https://t.co/mElZpktaYf",-0.16239166,51.50778088
2019-09-25 15:04:05,1.18E+18,"Want to work at U.S. Bank? We're hiring in #Cincinnati, OH! Click the link in our bio for details on this job and m… https://t.co/4NP7eH4RZz",-84.5120196,39.1031182
2019-09-25 14:48:33,1.18E+18,"Early morning training walk in the 🌧 Not much fun. But at least we have conkers 😅

#training #walking #memorywalk… https://t.co/FZVgoXG4M7",-0.16324997,51.50707303
2019-09-25 12:58:59,1.18E+18,I love playing - and I love playing with Conkers! They are beautiful in form and feel @ Hyde Park https://t.co/mpsKYnhJPj,-0.16324997,51.50707303
2019-09-25 12:39:00,1.18E+18,"2019-09-21 5:17 p.m. - An autumnal light beam in #HydeParkVillageVT #autumncolors @ Hyde Park, Vermont https://t.co/5RXUahKzOL",-72.61426,44.59647
2019-09-25 11:24:30,1.18E+18,"beautiful morning #hydeparkumc (@ Hyde Park United Methodist Church - @hydeparkumc in Tampa, FL)… https://t.co/xAqTSLBJfU",-82.46535301,27.94137472
2019-09-25 11:02:36,1.18E+18,Griffith Midwifery girls 🖤💛♥️ #CATSINaM19 @ Sheraton Grand Sydney Hyde Park https://t.co/CFXjyCRuMY,151.2095869,-33.8714912
2019-09-25 8:33:38,1.18E+18,"I'm at UFC Gym in New Hyde Park, NY https://t.co/IdAUgiUxpG",-73.67365028,40.73495979
2019-09-25 1:22:28,1.18E+18,"I'm at Hyde Park Hobbit Hole in Kansas City, MO https://t.co/zqEnbQivhW",-94.57731698,39.05155488
2019-09-24 23:30:22,1.18E+18,If you haven’t had a chance to see my pure happiness face—here it is. London you’re a dream 🏴󠁧󠁢󠁥󠁮󠁧󠁿(this was suppos… https://t.co/u5vaDY8lAp,-0.16324997,51.50707303
2019-09-24 23:22:23,1.18E+18,"SS Fall Festival with my dad, noah.r30 and allancoy23 ✊🏼 @ Hyde Park https://t.co/q4M1QU6CxF",-94.85204837,39.71161061
2019-09-24 19:28:27,1.18E+18,"You know the vibess 🍑 @ Hyde Park, Massachusetts https://t.co/VcPxQsjlAc",-71.12395,42.25643
2019-09-24 19:11:47,1.18E+18,Little Brothers vs. Big Brothers: The adult edition. 😂 @ Hyde Park – Kenwood Historic District https://t.co/f6N6IJOdE4,-87.5975,41.7989
2019-09-24 18:22:31,1.18E+18,"Nature🦋 @ Hyde Park, London https://t.co/Xu7Rwp2sdp",-0.16964389,51.50732694
2019-09-24 18:18:59,1.18E+18,SAT | OCT | 12 at thehydeparkcafe @ The Hyde Park Cafe https://t.co/JJcyYgJ1zZ,-82.47819,27.94173
2019-09-24 17:31:00,1.18E+18,Filtered 💁🏻‍♀️ #justme #chicagogirl #chigirl #justagirlfromthechi #boricua #scfilter #snapchat👻 #filters @ Hyde Par… https://t.co/rrsoF6H3hj,-87.59,41.8
2019-09-24 17:25:20,1.18E+18,This is my kitty niece Figgie Smalls. She's rilezruffsyou and she's one of 4 kitties in my life that puts up with t… https://t.co/r58bkaxJcE,-82.4756551,27.9364684
2019-09-24 17:24:06,1.18E+18,"I'm at Hyde Park - @theroyalparks in London, Greater London https://t.co/wAY871omJ2",-0.16239166,51.50778088
2019-09-24 15:02:55,1.18E+18,Couldn’t “wish” for a more beautiful day in Tampa! Come check out Hyde Park and other Tampa landmarks on one of our… https://t.co/IvbWiJAJlp,-82.4756551,27.9364684
2019-09-24 14:52:33,1.18E+18,Incident on #MainLine at New Hyde Park https://t.co/T1UlvoCyDR,-73.680582,40.730949
2019-09-24 14:45:36,1.18E+18,"A special thank you to @lesleymofokeng for bringing my stories to life 🤩❤️🥂 ph: @RageInc_ @ Exclusive Books, Hyde P… https://t.co/pZhiCEgQSV",28.03365975,-26.12510063
2019-09-24 13:38:00,1.18E+18,"I'm at Historic Hyde Park in Kansas City, MO https://t.co/dSFHzuw8Ew",-94.58185673,39.05993308
2019-09-24 13:37:15,1.18E+18,"I'm at Hyde Park Hobbit Hole in Kansas City, MO https://t.co/VXQjuZdBpU",-94.57731698,39.05155488
2019-09-24 12:54:55,1.18E+18,"I'm at UFC Gym in New Hyde Park, NY https://t.co/wdVzOshVAn",-73.67365028,40.73495979
2019-09-24 11:08:45,1.18E+18,London .. I like you @ Hyde Park https://t.co/9ZcfhsjZkS,-0.16324997,51.50707303
2019-09-24 11:05:36,1.18E+18,"Just posted a photo @ Hyde Park, Jacksonville West https://t.co/tv4cmOADic",-81.75826406,30.28525142
2019-09-24 8:27:42,1.18E+18,"If you live in Hyde Park, ROSLINDALE or Mattapan vote for our friend Ricardo Arroyo Today!!! Tuesday, September 24t… https://t.co/x3Ac2t0M47",-71.05799,42.36033
2019-09-24 8:27:04,1.18E+18,"If you live in Hyde Park, ROSLINDALE or Mattapan vote for our friend Ricardo Arroyo Today!!! Tuesday, September 24t… https://t.co/vioSPQa8AN",-71.05799,42.36033
2019-09-24 8:26:00,1.18E+18,"If you live in Hyde Park, ROSLINDALE or Mattapan vote for our friend Ricardo Arroyo Today!!! Tuesday, September 24t… https://t.co/8TteievP77",-71.05799,42.36033
2019-09-24 4:38:15,1.18E+18,Making my way through my Star Trek list. As I type this I'm in the beginning of Star Trek IV. I'm using Hulu to wat… https://t.co/uFR1Krv883,-71.12395,42.25643
2019-09-24 2:02:38,1.18E+18,"I'm at bartaco Hyde Park - @bartacolife in Tampa, FL https://t.co/lTcyte0tdL",-82.4761944,27.9362528
2019-09-24 1:54:16,1.18E+18,"I'm at Hyde Park in Tampa, FL https://t.co/IMdzC4YKGc",-82.47672732,27.93507926
2019-09-24 1:27:02,1.18E+18,Post-wedding side trip to Hyde Park to visit the FDR home and library. So much history transpired right here. You c… https://t.co/RfMDZEK7Sq,-73.93387513,41.76996718
2019-09-23 23:31:33,1.18E+18,revbrewchicago / @hopbutcher Base West Coast Style IPA 6.0% ABV | #beergangchicago #beergang #craftbeer… https://t.co/JuD84b7D0e,-87.59,41.8
2019-09-23 20:05:14,1.18E+18,"Shop while great local DJs spin! Join us on Thursday, September 26 at the Hyde Park Farmers Market for music from D… https://t.co/z8tVVM71rO",-87.5879951,41.7998315
2019-09-23 19:37:15,1.18E+18,"Ahhhhhh.... Later than I would like, but poolside quiet time feeds my soul. 💛☀️🌼#happyplace #vitamind #sunshine… https://t.co/EphC0a92Gd",-97.730278,30.3075
2019-09-23 18:08:09,1.18E+18,"Blessed. @ Hyde Park, London https://t.co/RAdA9s6z5b",-0.16964389,51.50732694
2019-09-23 16:35:05,1.18E+18,The “Welcome to Hyde Park” website and app is what you need for where to go and what to do in the area – helping yo… https://t.co/UAodeL7zw4,-87.5885162,41.7994156
2019-09-23 16:07:28,1.18E+18,Just posted a photo @ Hyde Park https://t.co/3FsodeO5pO,-0.16324997,51.50707303
2019-09-23 16:06:35,1.18E+18,"I'm at Orthopedics / Rheumatology in North New Hyde Park, NY https://t.co/hGwqgBHhYb",-73.69192,40.75591
2019-09-23 15:26:34,1.18E+18,Cleared: Incident on #NY115 SB at Town of Hyde Park; Town of Pleasant Valley Line,-73.854797,41.75
2019-09-23 15:26:33,1.18E+18,Cleared: Incident on #NY115 SB at Town of Hyde Park; Town of Pleasant Valley Line,-73.854797,41.75
2019-09-23 14:26:26,1.18E+18,Incident on #NY115 SB at Town of Hyde Park; Town of Pleasant Valley Line https://t.co/mHjz7qrPeq,-73.854797,41.75
2019-09-23 13:39:13,1.18E+18,"I'm at UFC Gym in New Hyde Park, NY https://t.co/SWYELQLF24",-73.67365028,40.73495979
2019-09-23 13:06:04,1.18E+18,"I'm at Hyde Park - @theroyalparks in London, Greater London https://t.co/1JiuBdvoAc",-0.16239166,51.50778088
2019-09-23 11:28:44,1.18E+18,"I used to think the one in Hyde Park was bad but every time I come here it’s something. Not accepting cash, cards,… https://t.co/piJOb08gr6",-87.61675156,41.84708764
